template_id,template_name,hazard_type,rule_id,event_kind,time_pct,time_jitter_pct,selection_scope,sector,subtype,target_mode,target_value,allow_reuse_asset,performance_pct,repair_time_min,repair_time_max,geo_anchor,geo_param_1_km,priority,notes
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R001,IMPACT,1.0,0.4,GEO_SCATTER,first_responders,ems,PCT,28,0,85,720,1440,CITY_CENTER,0,10,Workforce shortage: EMS capacity down
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R002,IMPACT,1.2,0.4,GEO_SCATTER,first_responders,fire_station,PCT,22,0,88,720,1440,CITY_CENTER,0,9,Workforce shortage: Fire down
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R003,IMPACT,1.4,0.4,GEO_SCATTER,first_responders,police,PCT,18,0,90,720,1440,CITY_CENTER,0,9,Workforce shortage: Police down
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R004,IMPACT,2.0,0.4,GEO_SCATTER,electricity,substation,PCT,40,0,100,1440,2880,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R005,IMPACT,2.1,0.4,GEO_SCATTER,electricity,transformer,PCT,45,0,100,960,1920,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R006,IMPACT,2.2,0.4,GEO_SCATTER,electricity,mv_node,PCT,55,0,100,480,1440,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R007,IMPACT,2.3,0.4,GEO_SCATTER,electricity,lv_node,PCT,60,0,100,360,1080,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R008,IMPACT,2.4,0.4,GEO_SCATTER,water,pump_station,PCT,45,0,100,720,2160,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R009,IMPACT,2.5,0.4,GEO_SCATTER,water,treatment,PCT,35,0,100,1440,4320,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
PD_040,Pandemic – Workforce & Repair Constraints,PANDEMIC,PD_040_R010,IMPACT,2.6,0.4,GEO_SCATTER,gas,regulator,PCT,40,0,100,720,2160,CITY_CENTER,0,8,Repair time inflation (no immediate performance drop)
